tabela;arquivo;linha;ponto_execucao;barreira_detectada;pistas;cardinalidade;classificacao;justificativa
measurement_cycle_target_items;src/app/api/apuracao-fator-minimo/route.ts;553;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_team_type_targets;src/app/api/apuracao-fator-minimo/route.ts;569;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/composicao-equipe/meta/route.ts;78;indefinido;NENHUMA;range;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/app/api/composicao-equipe/meta/route.ts;94;indefinido;NENHUMA;range;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_service_centers;src/app/api/composicao-equipe/meta/route.ts;100;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/app/api/composicao-equipe/route.ts;421;await;NENHUMA;inFilter;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
people;src/app/api/composicao-equipe/route.ts;492;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/app/api/composicao-equipe/route.ts;506;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_composition_projects;src/app/api/composicao-equipe/route.ts;649;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/composicao-equipe/route.ts;853;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/composicao-equipe/route.ts;891;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/composicao-equipe/route.ts;1019;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/consumo-projeto/route.ts;204;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/consumo-projeto/route.ts;328;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/consumo-projeto/route.ts;355;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/consumo-projeto/route.ts;361;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/consumo-projeto/route.ts;386;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/consumo-projeto/route.ts;392;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/consumo-projeto/route.ts;420;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/consumo-projeto/route.ts;427;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/app/api/controle-apr/route.ts;124;await;NENHUMA;-;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
teams;src/app/api/controle-apr/route.ts;132;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/app/api/controle-apr/route.ts;147;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/controle-apr/route.ts;160;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_apr_control_history;src/app/api/controle-apr/route.ts;208;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/controle-apr/route.ts;224;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_apr_controls;src/app/api/controle-apr/route.ts;259;indefinido;NENHUMA;countExact;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/dash-estoque/route.ts;305;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/dash-estoque/route.ts;313;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/dash-estoque/route.ts;515;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/dash-estoque/route.ts;539;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/dash-estoque/route.ts;592;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/dash-estoque/route.ts;598;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/dash-estoque/route.ts;604;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/dash-estoque/route.ts;610;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/app/api/dash-operacional-faturamento/route.ts;501;await;NENHUMA;range;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
(dinamico);src/app/api/dash-operacional-faturamento/route.ts;598;indefinido;NENHUMA;range+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_asbuilt_measurement_orders;src/app/api/dash-operacional-faturamento/route.ts;644;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
(dinamico);src/app/api/dash-operacional-faturamento/route.ts;780;await;NENHUMA;range+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/dash-operacional-faturamento/route.ts;806;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/dash-operacional-faturamento/route.ts;831;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
types_service_activities;src/app/api/dash-operacional-faturamento/route.ts;850;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_work_completion_catalog;src/app/api/dash-operacional-faturamento/route.ts;1304;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
(dinamico);src/app/api/dash-operacional-faturamento/route.ts;1494;callback;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
(dinamico);src/app/api/dash-operacional-faturamento/route.ts;1562;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
(dinamico);src/app/api/estornos/route.ts;331;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversal_reason_catalog;src/app/api/estornos/route.ts;345;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/faturamento/activities/catalog/route.ts;104;indefinido;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/faturamento/activities/catalog/route.ts;122;indefinido;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/faturamento/meta/route.ts;79;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_no_production_reasons;src/app/api/faturamento/meta/route.ts;85;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/faturamento/route.ts;347;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/faturamento/route.ts;367;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_billing_order_history;src/app/api/faturamento/route.ts;478;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_billing_orders;src/app/api/faturamento/route.ts;584;indefinido;NENHUMA;range;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_levels;src/app/api/job-titles/route.ts;186;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/job-titles/route.ts;248;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/app/api/job-titles/route.ts;290;indefinido;NENHUMA;countExact;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/job-titles/route.ts;328;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_title_types;src/app/api/job-titles/route.ts;342;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/locacao/activities/catalog/route.ts;39;await;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_location_plans;src/app/api/locacao/meta/route.ts;93;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/locacao/meta/route.ts;114;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_sgd_types;src/app/api/locacao/meta/route.ts;129;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/app/api/mapa-programacao/route.ts;320;await;NENHUMA;-;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
programming_work_completion_catalog;src/app/api/mapa-programacao/route.ts;338;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/mapa-programacao/route.ts;356;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_types;src/app/api/mapa-programacao/route.ts;373;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/mapa-programacao/route.ts;376;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_centers;src/app/api/mapa-programacao/route.ts;379;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_umb_options;src/app/api/materials/meta/route.ts;93;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_categories;src/app/api/materials/meta/route.ts;101;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_subcategories;src/app/api/materials/meta/route.ts;109;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_umb_options;src/app/api/materials/route.ts;355;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
trafo_instances;src/app/api/materials/route.ts;459;await;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/materials/route.ts;792;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_categories;src/app/api/materials/route.ts;859;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_subcategories;src/app/api/materials/route.ts;879;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
requisicao_itens;src/app/api/materials/route.ts;930;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/materials/route.ts;965;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_categories;src/app/api/materials/route.ts;993;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
material_subcategories;src/app/api/materials/route.ts;1001;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
trafo_instances;src/app/api/materials/route.ts;1024;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/medicao-asbuilt/activities/catalog/route.ts;104;indefinido;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/medicao-asbuilt/activities/catalog/route.ts;122;indefinido;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/medicao-asbuilt/meta/route.ts;80;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_no_production_reasons;src/app/api/medicao-asbuilt/meta/route.ts;87;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/medicao-asbuilt/route.ts;287;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_asbuilt_measurement_orders;src/app/api/medicao-asbuilt/route.ts;324;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/medicao-asbuilt/route.ts;436;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_asbuilt_measurement_order_history;src/app/api/medicao-asbuilt/route.ts;538;await;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_asbuilt_measurement_orders;src/app/api/medicao-asbuilt/route.ts;618;indefinido;NENHUMA;countExact;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_asbuilt_measurement_orders;src/app/api/medicao-asbuilt/route.ts;624;indefinido;NENHUMA;countExact;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/medicao/activities/catalog/route.ts;82;await;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/medicao/activities/catalog/route.ts;95;await;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/medicao/activities/catalog/route.ts;113;await;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/medicao/activities/catalog/route.ts;125;await;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_work_completion_catalog;src/app/api/medicao/export/route.ts;204;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/app/api/medicao/meta/route.ts;70;indefinido;NENHUMA;-;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
teams;src/app/api/medicao/meta/route.ts;82;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/app/api/medicao/meta/route.ts;94;await;NENHUMA;-;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
measurement_no_production_reasons;src/app/api/medicao/meta/route.ts;129;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_service_types;src/app/api/medicao/meta/route.ts;137;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_work_completion_catalog;src/app/api/medicao/meta/route.ts;144;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/app/api/medicao/programming-sources/route.ts;38;await;NENHUMA;-;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
project_with_labels;src/app/api/medicao/programming-sources/route.ts;49;await;NENHUMA;-;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
measurement_project_activity_indicators;src/app/api/medicao/project-activity-usage/route.ts;133;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/medicao/project-activity-usage/route.ts;154;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/meta/route.ts;262;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/meta/route.ts;289;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_cycle_target_items;src/app/api/meta/route.ts;364;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_types;src/app/api/meta/route.ts;375;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_meta_history;src/app/api/meta/route.ts;457;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
team_types;src/app/api/meta/route.ts;490;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_team_type_targets;src/app/api/meta/route.ts;497;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/meta/route.ts;503;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_cycle_workdays;src/app/api/meta/route.ts;577;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
measurement_cycle_target_items;src/app/api/meta/route.ts;598;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/app/api/people/meta/route.ts;29;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_title_types;src/app/api/people/meta/route.ts;51;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_levels;src/app/api/people/meta/route.ts;74;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/people/route.ts;500;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/people/route.ts;524;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/people/route.ts;588;return-builder;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/people/route.ts;602;return-builder;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/people/route.ts;900;indefinido;NENHUMA;countExact;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/people/route.ts;998;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/people/route.ts;1094;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/app/api/people/route.ts;1108;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_title_types;src/app/api/people/route.ts;1122;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/projects/activity-forecast/catalog/route.ts;45;await;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/projects/activity-forecast/catalog/route.ts;58;await;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/projects/activity-forecast/import/route.ts;246;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
service_activities;src/app/api/projects/activity-forecast/import/route.ts;252;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_priorities;src/app/api/projects/meta/route.ts;94;indefinido;NENHUMA;range;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_service_centers;src/app/api/projects/meta/route.ts;101;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_service_types;src/app/api/projects/meta/route.ts;108;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_voltage_levels;src/app/api/projects/meta/route.ts;115;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_sizes;src/app/api/projects/meta/route.ts;122;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_municipalities;src/app/api/projects/meta/route.ts;129;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
job_titles;src/app/api/projects/meta/route.ts;136;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_utility_responsibles;src/app/api/projects/meta/route.ts;143;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_utility_field_managers;src/app/api/projects/meta/route.ts;150;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_work_completion_catalog;src/app/api/projects/meta/route.ts;157;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
programming_sgd_types;src/app/api/projects/meta/route.ts;165;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/projects/meta/route.ts;185;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_with_labels;src/app/api/projects/route.ts;585;indefinido;NENHUMA;countExact;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
project_with_labels;src/app/api/projects/route.ts;702;indefinido;NENHUMA;range;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
project_with_labels;src/app/api/projects/route.ts;741;await;NENHUMA;range;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
project_with_labels;src/app/api/projects/route.ts;782;await;NENHUMA;range;228 - 1:1 com project (2026-08-21);P3;1:1 com project (228) - confirmado por ratio 1.0000
job_titles;src/app/api/projects/route.ts;931;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/projects/route.ts;948;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project_history;src/app/api/projects/route.ts;1324;await;NENHUMA;range+countExact;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/projects/route.ts;1342;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/projects/route.ts;1431;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/stock-balance/meta/route.ts;32;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/stock-balance/meta/route.ts;42;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/stock-balance/route.ts;335;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/stock-balance/route.ts;346;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
app_users;src/app/api/stock-balance/route.ts;357;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/stock-balance/route.ts;377;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/stock-balance/route.ts;386;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_reversals;src/app/api/stock-balance/route.ts;397;callback;NENHUMA;chunk+inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/stock-balance/route.ts;562;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/stock-balance/route.ts;580;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/stock-requisitions/meta/route.ts;61;await;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/stock-requisitions/meta/route.ts;69;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/stock-requisitions/meta/route.ts;75;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_requisition_adjustment_reason_catalog;src/app/api/stock-requisitions/meta/route.ts;83;indefinido;NENHUMA;-;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
people;src/app/api/stock-requisitions/meta/route.ts;101;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_transfer_item_reversals;src/app/api/stock-requisitions/route.ts;113;indefinido;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_requisition_requests;src/app/api/stock-requisitions/route.ts;215;indefinido;NENHUMA;countExact;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
teams;src/app/api/stock-requisitions/route.ts;253;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
project;src/app/api/stock-requisitions/route.ts;254;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
stock_centers;src/app/api/stock-requisitions/route.ts;255;await;NENHUMA;inFilter;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
trafo_instances;src/app/api/stock-requisitions/serial-options/route.ts;86;indefinido;NENHUMA;limit;nao medida - tabela nao listada;P3;sem tenant_id ou nao medida - revisar manualmente
